bbg_ticker,csv_filename,pair,region,onshore_offshore,category,tenor,field,in_data,n_rows,first_date,last_date
USDMYR10B6M BGN Curncy,USDMYR10B6M BGN Curncy.csv,USDMYR,EM_ASIA,offshore,VOL_BF_10D,6M,close,True,2704,2016-01-01,2026-05-15
USDMYRV9M BGN Curncy,USDMYRV9M BGN Curncy.csv,USDMYR,EM_ASIA,offshore,VOL_ATM,9M,close,True,2704,2016-01-01,2026-05-15
USDMYR25R9M BGN Curncy,USDMYR25R9M BGN Curncy.csv,USDMYR,EM_ASIA,offshore,VOL_RR_25D,9M,close,True,2704,2016-01-01,2026-05-15
USDMYR25B9M BGN Curncy,USDMYR25B9M BGN Curncy.csv,USDMYR,EM_ASIA,offshore,VOL_BF_25D,9M,close,True,2699,2016-01-01,2026-05-15
USDMYR10R9M BGN Curncy,USDMYR10R9M BGN Curncy.csv,USDMYR,EM_ASIA,offshore,VOL_RR_10D,9M,close,True,2704,2016-01-01,2026-05-15
USDMYR10B9M BGN Curncy,USDMYR10B9M BGN Curncy.csv,USDMYR,EM_ASIA,offshore,VOL_BF_10D,9M,close,True,2704,2016-01-01,2026-05-15
USDMYRV1Y BGN Curncy,USDMYRV1Y BGN Curncy.csv,USDMYR,EM_ASIA,offshore,VOL_ATM,1Y,close,True,2704,2016-01-01,2026-05-15
USDMYR25R1Y BGN Curncy,USDMYR25R1Y BGN Curncy.csv,USDMYR,EM_ASIA,offshore,VOL_RR_25D,1Y,close,True,2704,2016-01-01,2026-05-15
USDMYR25B1Y BGN Curncy,USDMYR25B1Y BGN Curncy.csv,USDMYR,EM_ASIA,offshore,VOL_BF_25D,1Y,close,True,2704,2016-01-01,2026-05-15
USDMYR10R1Y BGN Curncy,USDMYR10R1Y BGN Curncy.csv,USDMYR,EM_ASIA,offshore,VOL_RR_10D,1Y,close,True,2704,2016-01-01,2026-05-15
USDMYR10B1Y BGN Curncy,USDMYR10B1Y BGN Curncy.csv,USDMYR,EM_ASIA,offshore,VOL_BF_10D,1Y,close,True,2704,2016-01-01,2026-05-15
KLIB3M Index,KLIB3M Index.csv,USDMYR,EM_ASIA,onshore,RATE_IRS_MYR_ONSHORE,ON,close,True,2538,2016-01-04,2026-05-15
MRSWQO1 Curncy,MRSWQO1 Curncy.csv,USDMYR,EM_ASIA,onshore,RATE_IRS_MYR_ONSHORE,1Y,close,True,2505,2016-01-04,2026-05-15
MRSWQO2 Curncy,MRSWQO2 Curncy.csv,USDMYR,EM_ASIA,onshore,RATE_IRS_MYR_ONSHORE,2Y,close,True,2490,2016-01-04,2026-05-15
MRSWQO5 Curncy,MRSWQO5 Curncy.csv,USDMYR,EM_ASIA,onshore,RATE_IRS_MYR_ONSHORE,5Y,close,True,2519,2016-01-04,2026-05-15
MRSWQO7 Curncy,MRSWQO7 Curncy.csv,USDMYR,EM_ASIA,onshore,RATE_IRS_MYR_ONSHORE,7Y,close,True,2539,2016-01-04,2026-05-15
MRSWQO10 Curncy,MRSWQO10 Curncy.csv,USDMYR,EM_ASIA,onshore,RATE_IRS_MYR_ONSHORE,10Y,close,True,2525,2016-01-04,2026-05-15
MRSWNIF Curncy,MRSWNIF Curncy.csv,USDMYR,EM_ASIA,offshore,RATE_IRS_MYR_OFFSHORE,6M,close,True,2612,2016-01-01,2026-05-15
MRSWNII Curncy,MRSWNII Curncy.csv,USDMYR,EM_ASIA,offshore,RATE_IRS_MYR_OFFSHORE,9M,close,True,2581,2016-01-01,2026-05-15
MRSWNI1 Curncy,MRSWNI1 Curncy.csv,USDMYR,EM_ASIA,offshore,RATE_IRS_MYR_OFFSHORE,1Y,close,True,2675,2016-01-01,2026-05-15
MRSWNI2 Curncy,MRSWNI2 Curncy.csv,USDMYR,EM_ASIA,offshore,RATE_IRS_MYR_OFFSHORE,2Y,close,True,2670,2016-01-01,2026-05-15
MRSWNI5 Curncy,MRSWNI5 Curncy.csv,USDMYR,EM_ASIA,offshore,RATE_IRS_MYR_OFFSHORE,5Y,close,True,2677,2016-01-01,2026-05-15
MRSWNI7 Curncy,MRSWNI7 Curncy.csv,USDMYR,EM_ASIA,offshore,RATE_IRS_MYR_OFFSHORE,7Y,close,True,2673,2016-01-01,2026-05-15
MRSWNI10 Curncy,MRSWNI10 Curncy.csv,USDMYR,EM_ASIA,offshore,RATE_IRS_MYR_OFFSHORE,10Y,close,True,2671,2016-01-01,2026-05-15
MGIY2Y Index,MGIY2Y Index.csv,USDMYR,EM_ASIA,,RATE_GOVT_MYR,2Y,close,True,2538,2016-01-04,2026-05-15
MGIY5Y Index,MGIY5Y Index.csv,USDMYR,EM_ASIA,,RATE_GOVT_MYR,5Y,close,True,2538,2016-01-04,2026-05-15
MGIY7Y Index,MGIY7Y Index.csv,USDMYR,EM_ASIA,,RATE_GOVT_MYR,7Y,close,True,2538,2016-01-04,2026-05-15
MGIY10Y Index,MGIY10Y Index.csv,USDMYR,EM_ASIA,,RATE_GOVT_MYR,10Y,close,True,2538,2016-01-04,2026-05-15
TWD Curncy,TWD Curncy.csv,USDTWD,EM_ASIA,,SPOT,,open,True,2538,2016-01-04,2026-05-15
NTO1W BGN Curncy,NTO1W BGN Curncy.csv,USDTWD,EM_ASIA,onshore,FWD_POINTS,1W,close,True,2489,2016-01-04,2026-05-15
NTN1W BGN Curncy,NTN1W BGN Curncy.csv,USDTWD,EM_ASIA,offshore,FWD_POINTS,1W,close,True,2668,2016-01-01,2026-05-15
NTO1M BGN Curncy,NTO1M BGN Curncy.csv,USDTWD,EM_ASIA,onshore,FWD_POINTS,1M,close,True,2510,2016-01-04,2026-05-15
NTN1M BGN Curncy,NTN1M BGN Curncy.csv,USDTWD,EM_ASIA,offshore,FWD_POINTS,1M,close,True,2700,2016-01-01,2026-05-15
NTO2M BGN Curncy,NTO2M BGN Curncy.csv,USDTWD,EM_ASIA,onshore,FWD_POINTS,2M,close,True,2510,2016-01-04,2026-05-15
NTN2M BGN Curncy,NTN2M BGN Curncy.csv,USDTWD,EM_ASIA,offshore,FWD_POINTS,2M,close,True,2701,2016-01-01,2026-05-15
NTO3M BGN Curncy,NTO3M BGN Curncy.csv,USDTWD,EM_ASIA,onshore,FWD_POINTS,3M,close,True,2546,2016-01-04,2026-05-15
NTN3M BGN Curncy,NTN3M BGN Curncy.csv,USDTWD,EM_ASIA,offshore,FWD_POINTS,3M,close,True,2702,2016-01-01,2026-05-15
NTO6M BGN Curncy,NTO6M BGN Curncy.csv,USDTWD,EM_ASIA,onshore,FWD_POINTS,6M,close,True,2576,2016-01-04,2026-05-15
NTN6M BGN Curncy,NTN6M BGN Curncy.csv,USDTWD,EM_ASIA,offshore,FWD_POINTS,6M,close,True,2702,2016-01-01,2026-05-15
NTO9M BGN Curncy,NTO9M BGN Curncy.csv,USDTWD,EM_ASIA,onshore,FWD_POINTS,9M,close,True,2607,2016-01-04,2026-05-15
NTN9M BGN Curncy,NTN9M BGN Curncy.csv,USDTWD,EM_ASIA,offshore,FWD_POINTS,9M,close,True,2700,2016-01-01,2026-05-15
NTO12M BGN Curncy,NTO12M BGN Curncy.csv,USDTWD,EM_ASIA,onshore,FWD_POINTS,12M,close,True,2538,2016-01-04,2026-05-15
NTN12M BGN Curncy,NTN12M BGN Curncy.csv,USDTWD,EM_ASIA,offshore,FWD_POINTS,12M,close,True,2705,2016-01-01,2026-05-15
USDTWDOV1W BGN Curncy,USDTWDOV1W BGN Curncy.csv,USDTWD,EM_ASIA,onshore,VOL_ATM,1W,close,True,2706,2016-01-01,2026-05-15
USDTWDOV1M BGN Curncy,USDTWDOV1M BGN Curncy.csv,USDTWD,EM_ASIA,onshore,VOL_ATM,1M,close,True,2706,2016-01-01,2026-05-15
USDTWDOV2M BGN Curncy,USDTWDOV2M BGN Curncy.csv,USDTWD,EM_ASIA,onshore,VOL_ATM,2M,close,True,2706,2016-01-01,2026-05-15
USDTWDOV3M BGN Curncy,USDTWDOV3M BGN Curncy.csv,USDTWD,EM_ASIA,onshore,VOL_ATM,3M,close,True,2706,2016-01-01,2026-05-15
USDTWDOV6M BGN Curncy,USDTWDOV6M BGN Curncy.csv,USDTWD,EM_ASIA,onshore,VOL_ATM,6M,close,True,2706,2016-01-01,2026-05-15
USDTWDOV9M BGN Curncy,USDTWDOV9M BGN Curncy.csv,USDTWD,EM_ASIA,onshore,VOL_ATM,9M,close,True,2706,2016-01-01,2026-05-15
USDTWDOV1Y BGN Curncy,USDTWDOV1Y BGN Curncy.csv,USDTWD,EM_ASIA,onshore,VOL_ATM,1Y,close,True,2706,2016-01-01,2026-05-15
USDTWDV1W BGN Curncy,USDTWDV1W BGN Curncy.csv,USDTWD,EM_ASIA,offshore,VOL_ATM,1W,close,True,2706,2016-01-01,2026-05-15
USDTWD25R1W BGN Curncy,USDTWD25R1W BGN Curncy.csv,USDTWD,EM_ASIA,offshore,VOL_RR_25D,1W,close,True,2704,2016-01-01,2026-05-15
USDTWD25B1W BGN Curncy,USDTWD25B1W BGN Curncy.csv,USDTWD,EM_ASIA,offshore,VOL_BF_25D,1W,close,True,2706,2016-01-01,2026-05-15
USDTWD10R1W BGN Curncy,USDTWD10R1W BGN Curncy.csv,USDTWD,EM_ASIA,offshore,VOL_RR_10D,1W,close,True,2705,2016-01-01,2026-05-15
USDTWD10B1W BGN Curncy,USDTWD10B1W BGN Curncy.csv,USDTWD,EM_ASIA,offshore,VOL_BF_10D,1W,close,True,2706,2016-01-01,2026-05-15
USDTWDV1M BGN Curncy,USDTWDV1M BGN Curncy.csv,USDTWD,EM_ASIA,offshore,VOL_ATM,1M,close,True,2706,2016-01-01,2026-05-15
USDTWD25R1M BGN Curncy,USDTWD25R1M BGN Curncy.csv,USDTWD,EM_ASIA,offshore,VOL_RR_25D,1M,close,True,2706,2016-01-01,2026-05-15
USDTWD25B1M BGN Curncy,USDTWD25B1M BGN Curncy.csv,USDTWD,EM_ASIA,offshore,VOL_BF_25D,1M,close,True,2706,2016-01-01,2026-05-15
USDTWD10R1M BGN Curncy,USDTWD10R1M BGN Curncy.csv,USDTWD,EM_ASIA,offshore,VOL_RR_10D,1M,close,True,2706,2016-01-01,2026-05-15
USDTWD10B1M BGN Curncy,USDTWD10B1M BGN Curncy.csv,USDTWD,EM_ASIA,offshore,VOL_BF_10D,1M,close,True,2706,2016-01-01,2026-05-15
USDTWDV2M BGN Curncy,USDTWDV2M BGN Curncy.csv,USDTWD,EM_ASIA,offshore,VOL_ATM,2M,close,True,2706,2016-01-01,2026-05-15
USDTWD25R2M BGN Curncy,USDTWD25R2M BGN Curncy.csv,USDTWD,EM_ASIA,offshore,VOL_RR_25D,2M,close,True,2706,2016-01-01,2026-05-15
USDTWD25B2M BGN Curncy,USDTWD25B2M BGN Curncy.csv,USDTWD,EM_ASIA,offshore,VOL_BF_25D,2M,close,True,2706,2016-01-01,2026-05-15
USDTWD10R2M BGN Curncy,USDTWD10R2M BGN Curncy.csv,USDTWD,EM_ASIA,offshore,VOL_RR_10D,2M,close,True,2706,2016-01-01,2026-05-15
USDTWD10B2M BGN Curncy,USDTWD10B2M BGN Curncy.csv,USDTWD,EM_ASIA,offshore,VOL_BF_10D,2M,close,True,2706,2016-01-01,2026-05-15
USDTWDV3M BGN Curncy,USDTWDV3M BGN Curncy.csv,USDTWD,EM_ASIA,offshore,VOL_ATM,3M,close,True,2706,2016-01-01,2026-05-15
USDTWD25R3M BGN Curncy,USDTWD25R3M BGN Curncy.csv,USDTWD,EM_ASIA,offshore,VOL_RR_25D,3M,close,True,2706,2016-01-01,2026-05-15
USDTWD25B3M BGN Curncy,USDTWD25B3M BGN Curncy.csv,USDTWD,EM_ASIA,offshore,VOL_BF_25D,3M,close,True,2706,2016-01-01,2026-05-15
USDTWD10R3M BGN Curncy,USDTWD10R3M BGN Curncy.csv,USDTWD,EM_ASIA,offshore,VOL_RR_10D,3M,close,True,2706,2016-01-01,2026-05-15
USDTWD10B3M BGN Curncy,USDTWD10B3M BGN Curncy.csv,USDTWD,EM_ASIA,offshore,VOL_BF_10D,3M,close,True,2706,2016-01-01,2026-05-15
USDTWDV6M BGN Curncy,USDTWDV6M BGN Curncy.csv,USDTWD,EM_ASIA,offshore,VOL_ATM,6M,close,True,2706,2016-01-01,2026-05-15
USDTWD25R6M BGN Curncy,USDTWD25R6M BGN Curncy.csv,USDTWD,EM_ASIA,offshore,VOL_RR_25D,6M,close,True,2706,2016-01-01,2026-05-15
USDTWD25B6M BGN Curncy,USDTWD25B6M BGN Curncy.csv,USDTWD,EM_ASIA,offshore,VOL_BF_25D,6M,close,True,2706,2016-01-01,2026-05-15
USDTWD10R6M BGN Curncy,USDTWD10R6M BGN Curncy.csv,USDTWD,EM_ASIA,offshore,VOL_RR_10D,6M,close,True,2706,2016-01-01,2026-05-15
USDTWD10B6M BGN Curncy,USDTWD10B6M BGN Curncy.csv,USDTWD,EM_ASIA,offshore,VOL_BF_10D,6M,close,True,2706,2016-01-01,2026-05-15
USDTWDV9M BGN Curncy,USDTWDV9M BGN Curncy.csv,USDTWD,EM_ASIA,offshore,VOL_ATM,9M,close,True,2706,2016-01-01,2026-05-15
USDTWD25R9M BGN Curncy,USDTWD25R9M BGN Curncy.csv,USDTWD,EM_ASIA,offshore,VOL_RR_25D,9M,close,True,2706,2016-01-01,2026-05-15
USDTWD25B9M BGN Curncy,USDTWD25B9M BGN Curncy.csv,USDTWD,EM_ASIA,offshore,VOL_BF_25D,9M,close,True,2706,2016-01-01,2026-05-15
USDTWD10R9M BGN Curncy,USDTWD10R9M BGN Curncy.csv,USDTWD,EM_ASIA,offshore,VOL_RR_10D,9M,close,True,2706,2016-01-01,2026-05-15
USDTWD10B9M BGN Curncy,USDTWD10B9M BGN Curncy.csv,USDTWD,EM_ASIA,offshore,VOL_BF_10D,9M,close,True,2706,2016-01-01,2026-05-15
USDTWDV1Y BGN Curncy,USDTWDV1Y BGN Curncy.csv,USDTWD,EM_ASIA,offshore,VOL_ATM,1Y,close,True,2706,2016-01-01,2026-05-15
USDTWD25R1Y BGN Curncy,USDTWD25R1Y BGN Curncy.csv,USDTWD,EM_ASIA,offshore,VOL_RR_25D,1Y,close,True,2706,2016-01-01,2026-05-15
USDTWD25B1Y BGN Curncy,USDTWD25B1Y BGN Curncy.csv,USDTWD,EM_ASIA,offshore,VOL_BF_25D,1Y,close,True,2706,2016-01-01,2026-05-15
USDTWD10R1Y BGN Curncy,USDTWD10R1Y BGN Curncy.csv,USDTWD,EM_ASIA,offshore,VOL_RR_10D,1Y,close,True,2706,2016-01-01,2026-05-15
USDTWD10B1Y BGN Curncy,USDTWD10B1Y BGN Curncy.csv,USDTWD,EM_ASIA,offshore,VOL_BF_10D,1Y,close,True,2705,2016-01-01,2026-05-15
TAIBOR3M Index,TAIBOR3M Index.csv,USDTWD,EM_ASIA,onshore,RATE_IRS_TWD_ONSHORE,ON,close,True,2562,2016-01-04,2026-05-15
TDSWOF Curncy,TDSWOF Curncy.csv,USDTWD,EM_ASIA,onshore,RATE_IRS_TWD_ONSHORE,6M,close,True,2648,2016-01-01,2026-05-15
TDSWO1 Curncy,TDSWO1 Curncy.csv,USDTWD,EM_ASIA,onshore,RATE_IRS_TWD_ONSHORE,1Y,close,True,2617,2016-01-01,2026-05-15
TDSWO2 Curncy,TDSWO2 Curncy.csv,USDTWD,EM_ASIA,onshore,RATE_IRS_TWD_ONSHORE,2Y,close,True,2619,2016-01-01,2026-05-15
TDSWO5 Curncy,TDSWO5 Curncy.csv,USDTWD,EM_ASIA,onshore,RATE_IRS_TWD_ONSHORE,5Y,close,True,2677,2016-01-01,2026-05-15
TDSWO7 Curncy,TDSWO7 Curncy.csv,USDTWD,EM_ASIA,onshore,RATE_IRS_TWD_ONSHORE,7Y,close,True,2621,2016-01-01,2026-05-15
TDSWO10 Curncy,TDSWO10 Curncy.csv,USDTWD,EM_ASIA,onshore,RATE_IRS_TWD_ONSHORE,10Y,close,True,2145,2016-01-01,2026-05-15
TDSWNIF Curncy,TDSWNIF Curncy.csv,USDTWD,EM_ASIA,offshore,RATE_IRS_TWD_OFFSHORE,6M,close,True,2405,2016-01-01,2026-05-15
TDSWNI1 Curncy,TDSWNI1 Curncy.csv,USDTWD,EM_ASIA,offshore,RATE_IRS_TWD_OFFSHORE,1Y,close,True,2595,2016-01-01,2026-05-15
TDSWNI2 Curncy,TDSWNI2 Curncy.csv,USDTWD,EM_ASIA,offshore,RATE_IRS_TWD_OFFSHORE,2Y,close,True,2676,2016-01-01,2026-05-15
TDSWNI5 Curncy,TDSWNI5 Curncy.csv,USDTWD,EM_ASIA,offshore,RATE_IRS_TWD_OFFSHORE,5Y,close,True,2665,2016-01-01,2026-05-15
TDSWNI7 Curncy,TDSWNI7 Curncy.csv,USDTWD,EM_ASIA,offshore,RATE_IRS_TWD_OFFSHORE,7Y,close,True,2675,2016-01-01,2026-05-15
TDSWNI10 Curncy,TDSWNI10 Curncy.csv,USDTWD,EM_ASIA,offshore,RATE_IRS_TWD_OFFSHORE,10Y,close,True,2649,2016-01-01,2026-05-15
GTTWD1Y Govt,GTTWD1Y Govt.csv,USDTWD,EM_ASIA,,RATE_GOVT_TWD,1Y,close,True,0,,
GTTWD2Y Govt,GTTWD2Y Govt.csv,USDTWD,EM_ASIA,,RATE_GOVT_TWD,2Y,close,True,425,2016-01-01,2022-03-08
GTTWD5Y Govt,GTTWD5Y Govt.csv,USDTWD,EM_ASIA,,RATE_GOVT_TWD,5Y,close,True,238,2016-01-01,2019-05-30
GTTWD7Y Govt,GTTWD7Y Govt.csv,USDTWD,EM_ASIA,,RATE_GOVT_TWD,7Y,close,True,0,,
GTTWD10Y Govt,GTTWD10Y Govt.csv,USDTWD,EM_ASIA,,RATE_GOVT_TWD,10Y,close,True,240,2016-01-01,2020-05-20
SOFRRATE Index,SOFRRATE Index.csv,_USD,REF,,RATE_OIS_USD,ON,close,True,2028,2018-04-02,2026-05-14
USOSFR1Z Curncy,USOSFR1Z Curncy.csv,_USD,REF,,RATE_OIS_USD,1W,close,True,2633,2016-01-05,2026-05-15
USOSFRA Curncy,USOSFRA Curncy.csv,_USD,REF,,RATE_OIS_USD,1M,close,True,2669,2016-01-01,2026-05-15
USOSFRB Curncy,USOSFRB Curncy.csv,_USD,REF,,RATE_OIS_USD,2M,close,True,2663,2016-01-04,2026-05-15
USOSFRC Curncy,USOSFRC Curncy.csv,_USD,REF,,RATE_OIS_USD,3M,close,True,2670,2016-01-04,2026-05-15
USOSFRF Curncy,USOSFRF Curncy.csv,_USD,REF,,RATE_OIS_USD,6M,close,True,2674,2016-01-01,2026-05-15
USOSFRI Curncy,USOSFRI Curncy.csv,_USD,REF,,RATE_OIS_USD,9M,close,True,2676,2016-01-01,2026-05-15
USOSFR1 Curncy,USOSFR1 Curncy.csv,_USD,REF,,RATE_OIS_USD,1Y,close,True,2674,2016-01-01,2026-05-15
USOSFR2 Curncy,USOSFR2 Curncy.csv,_USD,REF,,RATE_OIS_USD,2Y,close,True,2662,2016-01-01,2026-05-15
USOSFR5 Curncy,USOSFR5 Curncy.csv,_USD,REF,,RATE_OIS_USD,5Y,close,True,2660,2016-01-01,2026-05-15
USOSFR7 Curncy,USOSFR7 Curncy.csv,_USD,REF,,RATE_OIS_USD,7Y,close,True,2650,2016-01-01,2026-05-15
USOSFR10 Curncy,USOSFR10 Curncy.csv,_USD,REF,,RATE_OIS_USD,10Y,close,True,2651,2016-01-01,2026-05-15
USGG2YR Index,USGG2YR Index.csv,_USD,REF,,RATE_GOVT_USD,2Y,close,True,2704,2016-01-01,2026-05-15
USGG5YR Index,USGG5YR Index.csv,_USD,REF,,RATE_GOVT_USD,5Y,close,True,2704,2016-01-01,2026-05-15
USGG7YR Index,USGG7YR Index.csv,_USD,REF,,RATE_GOVT_USD,7Y,close,True,2704,2016-01-01,2026-05-15
USGG10YR Index,USGG10YR Index.csv,_USD,REF,,RATE_GOVT_USD,10Y,close,True,2704,2016-01-01,2026-05-15
CO1 Comdty,CO1 Comdty.csv,_CROSS,REF,,CROSS_ASSET,,close,True,2676,2016-01-04,2026-05-15
CL1 Comdty,CL1 Comdty.csv,_CROSS,REF,,CROSS_ASSET,,close,True,2612,2016-01-04,2026-05-15
HG1 Comdty,HG1 Comdty.csv,_CROSS,REF,,CROSS_ASSET,,close,True,2612,2016-01-04,2026-05-15
XAU Curncy,XAU Curncy.csv,_CROSS,REF,,CROSS_ASSET,,close,True,2688,2016-01-04,2026-05-15
SPX Index,SPX Index.csv,_CROSS,REF,,CROSS_ASSET,,close,True,2607,2016-01-04,2026-05-15
VIX Index,VIX Index.csv,_CROSS,REF,,CROSS_ASSET,,close,True,2636,2016-01-04,2026-05-15
EMB US Equity,EMB US Equity.csv,_CROSS,REF,,CROSS_ASSET,,close,True,2607,2016-01-04,2026-05-15
MXEF Index,MXEF Index.csv,_CROSS,REF,,CROSS_ASSET,,close,True,2706,2016-01-01,2026-05-15
